Unnamed: 0,Year,Month,Day,Hour,Minute,Sensor,Orbit,Latitude,Longitude,Optical_Depth_047,Optical_Depth_055
188670,2023,3,1,5,0,Terra,1,28.683332443237305,77.2268295288086,0.728,0.562
188671,2023,3,1,5,0,Terra,1,28.683332443237305,77.21733093261719,0.727,0.562
188672,2023,3,1,5,0,Terra,1,28.683332443237305,77.20783233642578,0.733,0.5660000000000001
188676,2023,3,1,5,0,Terra,1,28.683332443237305,77.16983032226562,0.79,0.618
189870,2023,3,1,5,0,Terra,1,28.674999237060547,77.2206802368164,0.726,0.561
189871,2023,3,1,5,0,Terra,1,28.674999237060547,77.211181640625,0.724,0.56
189872,2023,3,1,5,0,Terra,1,28.674999237060547,77.2016830444336,0.738,0.5700000000000001
191069,2023,3,1,5,0,Terra,1,28.66666603088379,77.22403717041016,0.715,0.552
191070,2023,3,1,5,0,Terra,1,28.66666603088379,77.21453857421875,0.732,0.5660000000000001
191071,2023,3,1,5,0,Terra,1,28.66666603088379,77.20504760742188,0.738,0.5700000000000001
191072,2023,3,1,5,0,Terra,1,28.66666603088379,77.19554901123047,0.73,0.5640000000000001
192268,2023,3,1,5,0,Terra,1,28.65833282470703,77.2273941040039,0.715,0.552
192269,2023,3,1,5,0,Terra,1,28.65833282470703,77.21790313720703,0.738,0.5700000000000001
192270,2023,3,1,5,0,Terra,1,28.65833282470703,77.20840454101562,0.747,0.577
192271,2023,3,1,5,0,Terra,1,28.65833282470703,77.19890594482422,0.766,0.598
192272,2023,3,1,5,0,Terra,1,28.65833282470703,77.18940734863281,0.753,0.588
192273,2023,3,1,5,0,Terra,1,28.65833282470703,77.17991638183594,0.749,0.579
192274,2023,3,1,5,0,Terra,1,28.65833282470703,77.17041778564453,0.78,0.609
193468,2023,3,1,5,0,Terra,1,28.64999961853028,77.22126007080078,0.765,0.598
193469,2023,3,1,5,0,Terra,1,28.64999961853028,77.21176147460938,0.781,0.611
193470,2023,3,1,5,0,Terra,1,28.64999961853028,77.2022705078125,0.776,0.606
193471,2023,3,1,5,0,Terra,1,28.64999961853028,77.1927719116211,0.779,0.609
193472,2023,3,1,5,0,Terra,1,28.64999961853028,77.18327331542969,0.755,0.59
193473,2023,3,1,5,0,Terra,1,28.64999961853028,77.17378234863281,0.754,0.589
193474,2023,3,1,5,0,Terra,1,28.64999961853028,77.1642837524414,0.781,0.61
193475,2023,3,1,5,0,Terra,1,28.64999961853028,77.15478515625,0.833,0.651
194667,2023,3,1,5,0,Terra,1,28.64166641235352,77.22461700439453,0.8240000000000001,0.644
194668,2023,3,1,5,0,Terra,1,28.64166641235352,77.21512603759766,0.81,0.633
194669,2023,3,1,5,0,Terra,1,28.64166641235352,77.20562744140625,0.8130000000000001,0.636
194670,2023,3,1,5,0,Terra,1,28.64166641235352,77.19613647460938,0.803,0.628
194671,2023,3,1,5,0,Terra,1,28.64166641235352,77.18663787841797,0.808,0.632
194672,2023,3,1,5,0,Terra,1,28.64166641235352,77.17713928222656,0.784,0.613
194673,2023,3,1,5,0,Terra,1,28.64166641235352,77.16764831542969,0.769,0.601
195866,2023,3,1,5,0,Terra,1,28.63333320617676,77.22798156738281,0.812,0.635
195867,2023,3,1,5,0,Terra,1,28.63333320617676,77.2184829711914,0.798,0.624
195868,2023,3,1,5,0,Terra,1,28.63333320617676,77.20899200439453,0.789,0.617
195869,2023,3,1,5,0,Terra,1,28.63333320617676,77.19949340820312,0.788,0.616
195873,2023,3,1,5,0,Terra,1,28.63333320617676,77.1615219116211,0.772,0.604
197066,2023,3,1,5,0,Terra,1,28.625,77.22184753417969,0.754,0.59
197067,2023,3,1,5,0,Terra,1,28.625,77.21235656738281,0.741,0.5730000000000001
197068,2023,3,1,5,0,Terra,1,28.625,77.20286560058594,0.737,0.5690000000000001
197069,2023,3,1,5,0,Terra,1,28.625,77.19336700439453,0.742,0.5730000000000001
197073,2023,3,1,5,0,Terra,1,28.625,77.1553955078125,0.783,0.612
198265,2023,3,1,5,0,Terra,1,28.61666679382324,77.22521209716797,0.711,0.55
198266,2023,3,1,5,0,Terra,1,28.61666679382324,77.2157211303711,0.708,0.547
198267,2023,3,1,5,0,Terra,1,28.61666679382324,77.20623016357422,0.7030000000000001,0.543
198268,2023,3,1,5,0,Terra,1,28.61666679382324,77.19673156738281,0.6990000000000001,0.54
198269,2023,3,1,5,0,Terra,1,28.61666679382324,77.18724060058594,0.711,0.549
198273,2023,3,1,5,0,Terra,1,28.61666679382324,77.1492691040039,0.764,0.597
198274,2023,3,1,5,0,Terra,1,28.61666679382324,77.13977813720703,0.763,0.596
198275,2023,3,1,5,0,Terra,1,28.61666679382324,77.13028717041016,0.753,0.588
198276,2023,3,1,5,0,Terra,1,28.61666679382324,77.12078857421875,0.78,0.61
199464,2023,3,1,5,0,Terra,1,28.608333587646484,77.22857666015625,0.7000000000000001,0.541
199465,2023,3,1,5,0,Terra,1,28.608333587646484,77.21908569335938,0.705,0.544
199466,2023,3,1,5,0,Terra,1,28.608333587646484,77.2095947265625,0.71,0.548
199467,2023,3,1,5,0,Terra,1,28.608333587646484,77.20010375976562,0.718,0.555
